EmployeeID;Branch       ;Tenure;Salary;Department              ;JobSatisfaction;WorkLifeBalance;CommuteDistance;MaritalStatus;Education  ;PerformanceRating;TrainingHours;OverTime;NumProjects;YearsSincePromotion;EnvironmentSatisfaction;ChurnLikelihood           
       836;Los Angeles  ;     9; 57000;Facilities Management   ;              3;              4;Medium         ;Married      ;High School;      3.666666667;             ;True    ;          3;                  2;                      1;Highly Likely to Churn    
       837;Atlanta      ;     8; 59000;Facilities Management   ;              4;              4;Long           ;Single       ;Bachelor   ;      3.333333333;             ;True    ;          3;                  1;                      3;Highly Likely to Churn    
       838;Scranton     ;     1; 53500;Accounting              ;              4;    3.876567148;Medium         ;Single       ;Bachelor   ;      3.760919874;   30.6626976;True    ;3.822366176;                  0;            2.847737301;Moderately Likely to Churn
       839;Los Angeles  ;     7; 72000;Customer Service        ;              3;            2.5;Medium         ;Single       ;Master     ;                3;           12;True    ;          4;                  1;                      3;Moderately Likely to Churn
       840;Atlanta      ;     6; 68000;Sales                   ;              3;            3.5;Long           ;Married      ;Bachelor   ;      3.666666667;           36;True    ;          3;                  0;                      2;Highly Likely to Churn    
       841;Boston       ;     4; 59500;Procurement             ;              5;              4;Medium         ;Married      ;Bachelor   ;                4;           24;True    ;          4;                  0;                      3;Moderately Likely to Churn
       842;New York     ;     3; 68000;Research and Development;              2;              4;Short          ;Married      ;Bachelor   ;      3.333333333;            6;True    ;          3;                  0;                      2;Highly Likely to Churn    
       843;Scranton     ;    15; 66000;Legal                   ;              4;    4.356252186;Medium         ;Married      ;Bachelor   ;      2.959851895;  23.80288461;True    ;3.428710851;                  5;            2.334061336;Highly Likely to Churn    
       844;Denver       ;    12; 73000;Research and Development;              2;              4;Short          ;Divorced     ;Bachelor   ;      3.333333333;           18;True    ;           ;                  3;                      2;Highly Likely to Churn    
       845;New York     ;     4; 64000;Operations              ;              4;            3.5;Long           ;Married      ;Bachelor   ;      3.666666667;           36;True    ;           ;                  0;                      3;Moderately Likely to Churn
       846;New York     ;     8; 67000;Accounting              ;              4;              4;Medium         ;Married      ;High School;      3.666666667;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
       847;Dallas       ;     6; 58000;Accounting              ;              4;              3;Medium         ;Divorced     ;High School;      2.666666667;             ;True    ;          4;                  0;                      3;Moderately Likely to Churn
       848;Seattle      ;     8; 66500;Marketing               ;              4;            3.5;Long           ;Divorced     ;Bachelor   ;                3;           12;True    ;          3;                  2;                      2;Highly Likely to Churn    
       849;San Francisco;    13; 73500;Research and Development;              3;            3.5;Short          ;Single       ;High School;                3;           48;True    ;          3;                  6;                       ;Highly Likely to Churn    
       850;New York     ;     5; 68000;Research and Development;              3;            3.5;Long           ;Married      ;Bachelor   ;      3.333333333;           30;True    ;          2;                  0;                      1;Highly Likely to Churn    
       851;Philadelphia ;     8; 76000;IT Support              ;              3;              4;Medium         ;Divorced     ;High School;                4;           56;True    ;          4;                  0;                      3;Moderately Likely to Churn
       852;Los Angeles  ;     1; 64000;Quality Assurance       ;              5;            3.5;Medium         ;Divorced     ;Bachelor   ;      3.666666667;           18;True    ;          3;                  0;                      2;Highly Likely to Churn    
       853;Seattle      ;     6; 62000;Legal                   ;              3;              4;Medium         ;Married      ;Bachelor   ;                3;           24;True    ;          2;                  0;                      2;Highly Likely to Churn    
       854;Denver       ;     6; 74000;Sales                   ;              4;              5;Medium         ;Married      ;Bachelor   ;                4;           18;True    ;          4;                  0;                      2;Highly Likely to Churn    
       855;Seattle      ;     1; 47500;Operations              ;              4;              3;Short          ;Divorced     ;High School;                3;           96;True    ;          4;                  0;                      2;Highly Likely to Churn    
       856;Chicago      ;     4; 58500;Legal                   ;              5;            3.5;Short          ;Married      ;High School;      3.666666667;           56;True    ;          4;                  0;                      3;Moderately Likely to Churn
       857;Boston       ;    22; 70500;Customer Service        ;              3;            3.5;Medium         ;Divorced     ;Bachelor   ;      3.666666667;            6;True    ;          3;                 16;                      2;Highly Likely to Churn    
       858;Atlanta      ;     8; 65000;Accounting              ;              3;              4;Short          ;Married      ;High School;      3.666666667;           56;True    ;          3;                  0;                      3;Highly Likely to Churn    
       859;Denver       ;     9; 72500;Human Resources         ;              3;            3.5;Short          ;Married      ;Bachelor   ;      3.666666667;           30;True    ;          4;                  2;                      3;Highly Likely to Churn    
       860;Chicago      ;     5; 64500;Customer Service        ;              2;            3.5;Medium         ;Single       ;Bachelor   ;                3;           24;True    ;          2;                  0;                      1;Highly Likely to Churn    
       861;Dallas       ;     5; 67500;Sales                   ;              3;            3.5;Short          ;Married      ;Bachelor   ;                3;           30;True    ;          4;                  0;                      2;Highly Likely to Churn    
       862;Los Angeles  ;     4; 76500;Marketing               ;               ;              4;Medium         ;Single       ;Bachelor   ;      3.333333333;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
       863;Scranton     ;    10; 54500;Research and Development;              2;              3;Medium         ;Married      ;High School;                4;           32;True    ;          4;                  3;                      3;Moderately Likely to Churn
       864;Chicago      ;     6; 68000;Research and Development;              4;              4;Short          ;Divorced     ;Master     ;                4;           30;True    ;          4;                  0;                      3;Moderately Likely to Churn
       865;Scranton     ;     4; 47500;Customer Service        ;              4;              4;Short          ;Married      ;High School;      3.666666667;           72;True    ;          3;                  0;                      3;Moderately Likely to Churn
       866;Chicago      ;     6; 77000;Sales                   ;              2;              4;Short          ;Married      ;Master     ;                4;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       867;Atlanta      ;    13; 65500;Accounting              ;              3;    3.552094195;Medium         ;Single       ;High School;      3.072083637;  47.14170105;True    ;4.731953973;                  4;            2.804873069;Highly Likely to Churn    
       868;Seattle      ;     7; 66000;IT Support              ;              2;            4.5;Long           ;Married      ;Master     ;      3.666666667;           30;True    ;          3;                  1;                      1;Highly Likely to Churn    
       869;Philadelphia ;     6; 69000;Product Management      ;              4;            3.5;Long           ;Married      ;Bachelor   ;      3.666666667;            6;True    ;          3;                  0;                      3;Moderately Likely to Churn
       870;San Francisco;     6; 64500;Research and Development;              5;              4;Medium         ;Married      ;Bachelor   ;                4;           24;True    ;          4;                  0;                      3;Moderately Likely to Churn
       871;Los Angeles  ;     4; 75500;Marketing               ;              4;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          4;                  0;                      2;Highly Likely to Churn    
       872;Seattle      ;     5; 59000;IT Support              ;              4;              4;Short          ;Married      ;Bachelor   ;      3.333333333;           30;True    ;          4;                  0;                      3;Moderately Likely to Churn
       873;Miami        ;     9; 58500;Operations              ;              4;              4;Short          ;Divorced     ;High School;                4;           56;True    ;          5;                  1;                      4;Highly Likely to Churn    
       874;Miami        ;     6; 62000;Quality Assurance       ;              5;    4.922936457;Short          ;Divorced     ;Bachelor   ;       3.14379883;  23.44708399;True    ;3.072883126;                  0;            2.781743717;Highly Likely to Churn    
       875;Philadelphia ;     6; 69000;Marketing               ;              3;            3.5;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          4;                  0;                      2;Highly Likely to Churn    
       876;New York     ;    13; 83500;Accounting              ;              4;              4;Long           ;Divorced     ;Bachelor   ;      3.333333333;           24;True    ;          3;                  1;                      2;Highly Likely to Churn    
       877;New York     ;    14; 82000;Accounting              ;              4;            3.5;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           18;True    ;          3;                  2;                      2;Highly Likely to Churn    
       878;Chicago      ;    19; 80000;Accounting              ;              3;              4;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           36;True    ;          4;                  6;                      3;Moderately Likely to Churn
       879;Scranton     ;    10; 65500;IT Support              ;              5;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;           30;True    ;          3;                  3;                      3;Moderately Likely to Churn
       880;Scranton     ;     7; 47500;Procurement             ;              2;              3;Long           ;Married      ;High School;      3.333333333;           40;True    ;          3;                  1;                      3;Moderately Likely to Churn
       881;Seattle      ;     9; 69000;Legal                   ;              3;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          3;                  2;                      3;Moderately Likely to Churn
       882;San Francisco;     2; 67500;Legal                   ;              5;              4;Short          ;Single       ;High School;      3.333333333;           80;True    ;           ;                  0;                      2;Highly Likely to Churn    
       883;Boston       ;     5; 73500;Sales                   ;              4;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
       884;Los Angeles  ;     7; 57000;Facilities Management   ;              4;            3.5;Medium         ;Married      ;High School;      3.666666667;           88;True    ;          5;                  0;                      3;Moderately Likely to Churn
       885;Atlanta      ;     9; 74500;Procurement             ;              3;            4.5;Long           ;Divorced     ;Bachelor   ;                4;           18;True    ;          3;                  1;                      2;Highly Likely to Churn    
       886;Scranton     ;    16; 68500;Research and Development;              5;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;             ;True    ;          4;                  7;                      3;Moderately Likely to Churn
       887;Chicago      ;     8; 63500;Operations              ;              4;              4;Long           ;Married      ;Bachelor   ;      3.333333333;           30;True    ;          3;                  1;                      2;Highly Likely to Churn    
       888;Los Angeles  ;     4; 75000;Sales                   ;              2;            3.5;Short          ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          3;                  0;                      2;Highly Likely to Churn    
       889;Boston       ;     2; 61000;Public Relations        ;              3;            3.5;Long           ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
       890;Seattle      ;     6; 61500;Operations              ;              3;              4;Medium         ;Divorced     ;High School;      3.333333333;           32;True    ;          3;                  0;                      2;Highly Likely to Churn    
       891;Philadelphia ;     3; 60500;IT Support              ;              4;            3.5;Long           ;Married      ;Bachelor   ;      3.333333333;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
       892;Dallas       ;     7; 53000;Operations              ;              5;            3.5;Short          ;Single       ;High School;      2.666666667;           40;True    ;          3;                  1;                      2;Highly Likely to Churn    
       893;Seattle      ;     5; 60000;Operations              ;              2;            3.5;Long           ;Married      ;Bachelor   ;                3;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
       894;Miami        ;     3; 48500;Human Resources         ;              4;              4;Medium         ;Divorced     ;High School;      3.666666667;           72;True    ;          4;                  0;                      3;Highly Likely to Churn    
       895;Boston       ;     7; 64000;Administration          ;              3;            4.5;Medium         ;Married      ;High School;                4;           56;True    ;          3;                  0;                      3;Moderately Likely to Churn
       896;Seattle      ;     7; 67000;Human Resources         ;              4;            3.5;Long           ;Married      ;Bachelor   ;                3;           18;True    ;          4;                  0;                      2;Highly Likely to Churn    
       897;Chicago      ;    10; 70500;Marketing               ;              5;              4;Medium         ;Divorced     ;Bachelor   ;                4;           18;True    ;           ;                  3;                      2;Highly Likely to Churn    
       898;Atlanta      ;     3; 66500;Public Relations        ;              4;            3.5;Long           ;Single       ;Master     ;      3.333333333;             ;True    ;          4;                  0;                      2;Highly Likely to Churn    
       899;Scranton     ;     8; 59000;Accounting              ;              5;              4;Medium         ;Married      ;High School;      3.333333333;           32;True    ;          3;                  0;                      3;Moderately Likely to Churn
       900;Seattle      ;     7; 57000;Customer Service        ;              4;    2.313906859;Medium         ;Single       ;High School;      3.236966408;  48.81739543;True    ;2.966423504;                  1;             1.97600698;Highly Likely to Churn    
       901;Miami        ;     4; 62000;Sales                   ;              5;              4;Medium         ;Married      ;Bachelor   ;                 ;           12;True    ;          3;                  0;                      2;Highly Likely to Churn    
       902;New York     ;     5; 80000;Human Resources         ;              4;              3;Medium         ;Single       ;High School;      3.333333333;           80;True    ;          3;                  0;                      1;Highly Likely to Churn    
       903;Dallas       ;     8; 66000;Sales                   ;              4;              4;Short          ;Single       ;High School;      3.333333333;           56;True    ;          3;                  1;                      3;Moderately Likely to Churn
       904;Los Angeles  ;     3; 62500;Research and Development;              3;            3.5;Short          ;Single       ;Bachelor   ;      3.666666667;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       905;Boston       ;     5; 70500;Sales                   ;              5;              4;Short          ;Married      ;High School;                4;           72;True    ;          4;                  0;                      3;Moderately Likely to Churn
       906;Philadelphia ;     5; 60000;Operations              ;              3;            3.5;Short          ;Married      ;Bachelor   ;      3.666666667;           30;True    ;          4;                  0;                       ;Moderately Likely to Churn
       907;Los Angeles  ;     9; 66000;Research and Development;              4;            3.5;Medium         ;Married      ;High School;      3.333333333;             ;True    ;          3;                  2;                      2;Highly Likely to Churn    
       908;Philadelphia ;     8; 67000;Operations              ;               ;              3;Short          ;Married      ;High School;                4;           64;True    ;          3;                  0;                      2;Highly Likely to Churn    
       909;New York     ;    10; 65000;Operations              ;              2;    4.937171954;Medium         ;Married      ;High School;      4.060269797;             ;True    ;3.595088784;                  4;             2.58349632;Highly Likely to Churn    
       910;New York     ;     3; 70000;Operations              ;              5;              3;Long           ;Single       ;Master     ;      3.333333333;           12;True    ;          3;                  0;                      2;Highly Likely to Churn    
       911;Los Angeles  ;     7; 80000;Sales                   ;              4;              4;Short          ;Married      ;Master     ;      3.666666667;           12;        ;          5;                  1;                      4;Slightly Likely to Churn  
       912;Los Angeles  ;     2; 66000;Human Resources         ;              5;            3.5;Long           ;Married      ;Bachelor   ;                3;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       913;Denver       ;     5; 68000;IT Support              ;              5;              4;Long           ;Divorced     ;Master     ;      3.666666667;           12;True    ;          3;                  0;                      2;Highly Likely to Churn    
       914;Denver       ;    11; 67000;Facilities Management   ;              3;              4;Long           ;Divorced     ;High School;      3.333333333;           72;True    ;          4;                  1;                      3;Highly Likely to Churn    
       915;Dallas       ;    11; 61000;Facilities Management   ;              3;            3.5;Medium         ;Married      ;High School;      3.666666667;           72;True    ;          5;                  2;                       ;Moderately Likely to Churn
       916;Los Angeles  ;     3; 72000;Research and Development;              3;              3;Long           ;Married      ;Bachelor   ;                3;           36;True    ;          3;                  0;                      2;Highly Likely to Churn    
       917;Philadelphia ;     4; 70000;Accounting              ;              3;            3.5;Long           ;Divorced     ;Bachelor   ;      3.333333333;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       918;New York     ;     1; 65000;IT Support              ;              4;            4.5;Short          ;Married      ;High School;      4.333333333;           64;True    ;          4;                  0;                      3;Moderately Likely to Churn
       919;Scranton     ;     6; 61000;Sales                   ;              5;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;           36;True    ;          2;                  0;                      2;Highly Likely to Churn    
       920;Boston       ;     2; 46500;Research and Development;              2;    2.718405043;Short          ;Divorced     ;Bachelor   ;      4.406849641;  5.726498344;True    ;3.010735672;                  0;             2.97257633;Moderately Likely to Churn
       921;Boston       ;     3; 56000;Accounting              ;              4;              4;Medium         ;Married      ;High School;                4;           32;True    ;          4;                  0;                      3;Moderately Likely to Churn
       922;Boston       ;     5; 65000;Product Management      ;              4;              3;Medium         ;Divorced     ;Bachelor   ;      3.333333333;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
       923;Philadelphia ;     5; 72000;Operations              ;              4;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          4;                  0;                      3;Moderately Likely to Churn
       924;San Francisco;    12; 73500;Marketing               ;              5;            4.5;Short          ;Married      ;High School;      4.333333333;           80;True    ;          3;                  5;                      2;Highly Likely to Churn    
       925;Miami        ;    11; 53500;Sales                   ;              2;              3;Short          ;Married      ;High School;      3.333333333;           48;True    ;          4;                  3;                      3;Highly Likely to Churn    
       926;Scranton     ;      ; 69500;Sales                   ;              4;            3.5;Medium         ;Married      ;Bachelor   ;                3;           24;True    ;          3;                  2;                      2;Highly Likely to Churn    
       927;Chicago      ;     7; 61000;Accounting              ;              1;              3;Medium         ;Single       ;Bachelor   ;                3;           24;True    ;          4;                  1;                      3;Moderately Likely to Churn
       928;Philadelphia ;     3; 60000;Research and Development;              2;              4;Short          ;Married      ;Bachelor   ;      3.666666667;           12;True    ;          3;                  0;                      2;Highly Likely to Churn    
       929;Boston       ;    12; 80000;Sales                   ;              2;              4;Long           ;Single       ;Master     ;      3.333333333;           24;True    ;          4;                  4;                      3;Moderately Likely to Churn
       930;Scranton     ;     9; 58500;Public Relations        ;              3;            4.5;Short          ;Married      ;High School;      3.666666667;             ;True    ;          4;                  2;                      3;Moderately Likely to Churn
       931;Denver       ;    11; 60000;Quality Assurance       ;              3;            3.5;Short          ;Married      ;High School;                3;           80;True    ;          3;                  5;                      2;Highly Likely to Churn    
       932;Boston       ;     6; 62500;Human Resources         ;              5;            3.5;Long           ;Single       ;Bachelor   ;      3.333333333;           24;True    ;          3;                  0;                      2;Highly Likely to Churn    
       933;Atlanta      ;     7; 76500;Public Relations        ;              4;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           18;True    ;          5;                  1;                      3;Highly Likely to Churn    
       934;Seattle      ;     5; 58500;Human Resources         ;              2;            4.5;Long           ;Married      ;Bachelor   ;                3;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
       935;             ;     8; 58500;Research and Development;              1;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
       936;San Francisco;     8; 76500;Procurement             ;              3;    4.712463873;Long           ;Single       ;Bachelor   ;       4.90411896;  35.76849781;True    ;5.130837158;                  0;            2.863631816;Moderately Likely to Churn
       937;Miami        ;     9; 70500;Human Resources         ;              2;    4.321076232;Short          ;Married      ;Bachelor   ;      2.933349724;  17.14723209;True    ;3.968808966;                  1;            3.070097648;Highly Likely to Churn    
       938;Denver       ;     4; 63000;Human Resources         ;               ;    3.091971977;Long           ;Single       ;Bachelor   ;       3.83027553;  29.32636725;True    ;4.285736576;                  0;            3.155608996;Highly Likely to Churn    
       939;Scranton     ;     7; 53000;IT Support              ;              3;              3;Short          ;Married      ;Bachelor   ;                3;             ;True    ;          3;                  1;                      2;Highly Likely to Churn    
       940;Miami        ;     4; 67500;Sales                   ;              2;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;            6;True    ;          5;                  0;                      3;Highly Likely to Churn    
       941;Scranton     ;     8; 60000;Sales                   ;              5;            4.5;Medium         ;Married      ;High School;                4;           88;True    ;          3;                  2;                      3;Moderately Likely to Churn
       942;Chicago      ;     6; 64000;Quality Assurance       ;              2;            3.5;Medium         ;Single       ;High School;      3.333333333;           40;True    ;          3;                  0;                      2;Highly Likely to Churn    
       943;Miami        ;     4; 62000;Sales                   ;              4;              4;Long           ;Married      ;High School;                4;           72;        ;          4;                  0;                      4;Highly Likely to Churn    
       944;Boston       ;    15; 77500;Research and Development;              4;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           36;True    ;          4;                  7;                      2;Highly Likely to Churn    
       945;New York     ;     8; 78000;Research and Development;              4;            4.5;Short          ;Married      ;Bachelor   ;                4;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       946;Scranton     ;     4; 52000;Public Relations        ;              2;    3.878870918;Long           ;Divorced     ;High School;       3.49260268;  31.62980478;True    ;3.107620068;                  0;            3.192928486;Highly Likely to Churn    
       947;Dallas       ;    15; 60500;Operations              ;              5;            4.5;Long           ;Divorced     ;Bachelor   ;      4.333333333;           18;True    ;          4;                  7;                      3;Moderately Likely to Churn
       948;Chicago      ;    12; 78000;Quality Assurance       ;              2;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           30;True    ;          3;                  5;                      2;Highly Likely to Churn    
       949;New York     ;     8; 72500;Procurement             ;              4;              4;Short          ;Married      ;Bachelor   ;      4.333333333;           30;True    ;          4;                  1;                      3;Moderately Likely to Churn
       950;San Francisco;     3; 66500;Accounting              ;              3;            3.5;Short          ;Divorced     ;High School;                3;           64;True    ;          3;                  0;                      2;Highly Likely to Churn    
       951;Los Angeles  ;     5; 69000;Research and Development;              3;            3.5;Long           ;Married      ;High School;                3;           64;True    ;          3;                  0;                       ;Highly Likely to Churn    
       952;Scranton     ;     2; 49000;Facilities Management   ;              3;            3.5;Medium         ;Divorced     ;Bachelor   ;                3;           18;True    ;          3;                  0;                      2;Highly Likely to Churn    
       953;Los Angeles  ;     4; 70000;IT Support              ;              2;            3.5;Short          ;Single       ;Bachelor   ;      3.666666667;             ;True    ;          5;                  0;                      3;Moderately Likely to Churn
       954;Scranton     ;     6; 56000;IT Support              ;              2;              4;Medium         ;Single       ;High School;      3.666666667;           88;True    ;          4;                  0;                       ;Moderately Likely to Churn
       955;Dallas       ;     4; 62000;Marketing               ;              4;              4;Short          ;Divorced     ;Master     ;                4;           30;True    ;          4;                  0;                      4;Slightly Likely to Churn  
       956;New York     ;     3; 70000;Operations              ;              2;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           24;True    ;           ;                  0;                      4;Moderately Likely to Churn
       957;Philadelphia ;     3; 57000;Customer Service        ;              1;            3.5;Long           ;Married      ;Bachelor   ;      3.333333333;           36;True    ;          5;                  0;                      3;Moderately Likely to Churn
       958;San Francisco;     3; 68500;Facilities Management   ;              3;    4.435139637;Medium         ;Divorced     ;Bachelor   ;      3.516650846;   29.4762622;True    ;5.668755478;                  0;            2.706112712;Moderately Likely to Churn
       959;Los Angeles  ;     8; 68500;Legal                   ;              2;            3.5;Medium         ;Married      ;Bachelor   ;      3.333333333;           18;True    ;          4;                  0;                      2;Highly Likely to Churn    
       960;San Francisco;     3; 56500;Research and Development;              4;            3.5;Medium         ;Married      ;Bachelor   ;      3.666666667;           36;True    ;          4;                  0;                      3;Moderately Likely to Churn
       961;Scranton     ;     3; 60500;Human Resources         ;              3;              4;Short          ;Single       ;Master     ;                3;           12;True    ;          2;                  0;                      1;Highly Likely to Churn    
       962;Los Angeles  ;     2; 72500;Legal                   ;              5;              4;Medium         ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          3;                  0;                      3;Moderately Likely to Churn
       963;Philadelphia ;     7; 59500;Accounting              ;              3;            3.5;Long           ;Single       ;High School;                3;           88;True    ;          3;                  0;                      1;Highly Likely to Churn    
       964;Boston       ;     8; 82500;Sales                   ;              2;            3.5;Medium         ;Married      ;High School;                3;           32;True    ;          2;                  1;                      2;Highly Likely to Churn    
       965;Dallas       ;     6; 50500;Procurement             ;              4;            3.5;Medium         ;Married      ;High School;      4.333333333;           48;True    ;          4;                  0;                      3;Moderately Likely to Churn
       966;Chicago      ;     7;      ;Marketing               ;              2;    4.205656938;Long           ;Married      ;Bachelor   ;       1.73425449;  24.24027415;True    ;4.220886695;                  1;            3.255573921;Moderately Likely to Churn
       967;Dallas       ;    15; 63500;Quality Assurance       ;              2;            4.5;Short          ;Married      ;Bachelor   ;      3.333333333;           36;True    ;          3;                  7;                      3;Moderately Likely to Churn
       968;Philadelphia ;     4; 61500;Marketing               ;              5;            3.5;Medium         ;Single       ;Bachelor   ;      3.333333333;           12;True    ;          4;                  0;                      3;Moderately Likely to Churn
       969;Dallas       ;     3; 70000;Procurement             ;              2;              4;Short          ;Married      ;Bachelor   ;      3.666666667;           24;True    ;           ;                  0;                      3;Moderately Likely to Churn
       970;Seattle      ;     2; 64000;Accounting              ;              3;            3.5;Long           ;Single       ;High School;                3;           56;True    ;          4;                  0;                      3;Moderately Likely to Churn
       971;Dallas       ;     5; 60000;Product Management      ;              3;            4.5;Long           ;Single       ;Bachelor   ;      3.666666667;            6;True    ;          2;                  0;                      2;Highly Likely to Churn    
       972;Scranton     ;    10; 57500;Facilities Management   ;              4;              4;Medium         ;Divorced     ;Bachelor   ;                4;           24;True    ;          5;                  4;                      3;Moderately Likely to Churn
       973;Atlanta      ;    14; 77500;Product Management      ;              4;              4;Long           ;Divorced     ;Master     ;                3;           12;True    ;          3;                  8;                      2;Highly Likely to Churn    
       974;Miami        ;     5; 62500;Operations              ;              3;            3.5;Short          ;Divorced     ;Bachelor   ;                3;           36;True    ;          4;                  0;                      4;Highly Likely to Churn    
       975;Philadelphia ;    10; 77000;Accounting              ;              2;              3;Short          ;Single       ;Bachelor   ;                3;           12;True    ;          4;                  1;                      2;Highly Likely to Churn    
       976;San Francisco;     6; 74000;Accounting              ;              5;              4;Short          ;Married      ;High School;      3.666666667;           80;True    ;          4;                  0;                      3;Moderately Likely to Churn
       977;Chicago      ;    15; 70000;Customer Service        ;              4;            4.5;Short          ;Married      ;Bachelor   ;                3;           24;        ;          3;                  9;                      1;Highly Likely to Churn    
       978;Scranton     ;     4; 52000;Research and Development;              3;            3.5;Short          ;Single       ;Bachelor   ;      3.666666667;           18;True    ;          4;                  0;                      3;Moderately Likely to Churn
       979;Scranton     ;     7; 59000;Research and Development;              4;              4;Medium         ;Married      ;Bachelor   ;      3.333333333;           30;True    ;           ;                  0;                      3;Moderately Likely to Churn
       980;Denver       ;     7; 53500;Administration          ;              3;    3.173058936;Long           ;Married      ;High School;      4.366345348;  55.82112699;True    ;4.519378958;                  1;            2.209608632;Highly Likely to Churn    
       981;San Francisco;     7; 66000;Facilities Management   ;              4;              4;Long           ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          3;                  1;                      2;Highly Likely to Churn    
       982;Denver       ;    11; 64500;Legal                   ;              3;              4;Short          ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          4;                  4;                      3;Highly Likely to Churn    
       983;Chicago      ;     4; 59500;Administration          ;              3;              4;Short          ;Single       ;High School;      3.666666667;           80;True    ;          4;                  0;                      3;Moderately Likely to Churn
       984;Dallas       ;     6; 68500;Sales                   ;              4;              3;Short          ;Single       ;Bachelor   ;                3;             ;True    ;          2;                  0;                      1;Highly Likely to Churn    
       985;Scranton     ;     3; 50500;Customer Service        ;              4;              4;Medium         ;Married      ;High School;      3.333333333;           64;True    ;          2;                  0;                      2;Highly Likely to Churn    
       986;Chicago      ;     6; 68500;Sales                   ;              5;              3;Medium         ;Married      ;Bachelor   ;      3.666666667;           30;True    ;           ;                  0;                      4;Moderately Likely to Churn
       987;Scranton     ;     3; 49000;Facilities Management   ;              3;              5;Medium         ;Married      ;High School;      4.117167251;  23.36969833;True    ;2.763641046;                  0;            1.386926371;Highly Likely to Churn    
       988;New York     ;     4; 68000;Quality Assurance       ;              5;              4;Long           ;Married      ;Master     ;                4;           24;True    ;          3;                  0;                      3;Moderately Likely to Churn
       989;San Francisco;     6; 71000;Accounting              ;              4;              4;Medium         ;Single       ;High School;      3.333333333;           32;True    ;          4;                  0;                      3;Moderately Likely to Churn
       990;Boston       ;     3; 59000;Accounting              ;              5;            4.5;Medium         ;Single       ;High School;      3.333333333;           64;True    ;          4;                  0;                      2;Highly Likely to Churn    
       991;San Francisco;     3; 73000;Sales                   ;              4;            3.5;Long           ;Married      ;High School;      3.333333333;           32;True    ;          4;                  0;                      2;Highly Likely to Churn    
       992;Scranton     ;     8; 69500;Sales                   ;              4;            3.5;Short          ;Married      ;Bachelor   ;      3.666666667;           30;True    ;          5;                  2;                      4;Slightly Likely to Churn  
       993;Atlanta      ;    15;      ;Sales                   ;              2;              5;Long           ;Married      ;Bachelor   ;      3.666666667;             ;True    ;          3;                  3;                      2;Highly Likely to Churn    
       994;Philadelphia ;     9; 68000;Marketing               ;              4;            3.5;Short          ;Divorced     ;Bachelor   ;      3.333333333;           12;True    ;          4;                  2;                      3;Moderately Likely to Churn
       995;Los Angeles  ;    13; 73500;Accounting              ;              5;            3.5;Medium         ;Single       ;Bachelor   ;      3.666666667;           24;True    ;          2;                  2;                      1;Highly Likely to Churn    
       996;New York     ;    12; 79500;Research and Development;              2;            4.5;Short          ;Married      ;Bachelor   ;      3.666666667;           24;True    ;          5;                  3;                      4;Moderately Likely to Churn
       997;New York     ;     4; 64000;Administration          ;              5;              4;Long           ;Married      ;Bachelor   ;                3;             ;True    ;          3;                  0;                      2;Highly Likely to Churn    
       998;Dallas       ;     3; 71500;Research and Development;              5;              4;Long           ;Married      ;Master     ;                4;             ;        ;          5;                  0;                      4;Slightly Likely to Churn  
